품명,한글명,포장단위(규격), 금액(US$),제조국,전문/일반
ISMIGEN SUBLINGUAL TABLET,이스미젠설하정,10TAB/3PTP/BOX,"  95,848 ",ITALY,전문
ISOBIDE SOLUTION,이소바이드액,500ML/BOTTLE,"  130,000 ",JAPAN,전문
ISOKET IV 1MG/ML 10ML,이소켓0.1%주사,10ML/10AMP/BOX,"  67,626 ",GERMANY,전문
ISOKET IV 1MG/ML 50ML,이소켓0.1%주사50밀리리터,50ML/1VIAL/BOX,"  91,500 ",GERMANY,전문
ISOKET RETARD 120MG,이소켓서방캡슐120밀리그램,10CAP/10PTP/BOX,"  324,114 ",GERMANY,전문
ISOKET RETARD 40MG,이소켓서방정40밀리그램,20TAB/5PTP/BOX,"  1,259,970 ",GERMANY,전문
ISOKET SPRAY 1.25MG/0.05ML,이소켓스프레이,15ML/BOTTLE,"  146,367 ",IRELAND,전문
ISOPREL INJ,이수푸렐주,1ML/25AMP/PACK,"  67,837 ",USA,전문
ISOPTO ATROPINE 1%,이솝토아트로핀1%점안제,15ML/1BOTTLE/PACK,"  158,574 ",BELGIUM,전문
ISOPTO CARPINE 2% STERILE OPHTHALMIC PREPARATION,이솝토카핀2%점안액,15ML/1BOTTLE/PACK,"  68,387 ",BELGIUM,전문
IVAX PROGLCEM SUSPENSION,아이벡스프로글리셈현탁액,30ML/BOTTLE,"  100,800 ",USA,전문
IZBA,이즈바점안액0.003%,2.5ML/BOTTLE,"  304,976 ",U.K,전문
JAKAVI TAB 15MG,자카비정15밀리그램,14TAB/4PTP/PACK,"  2,253,012 ",U.K,전문
JAKAVI TAB 20MG,자카비정20밀리그램,14TAB/4PTP/PACK,"  3,725,526 ",U.K,전문
JAKAVI TAB 5MG,자카비정5밀리그램,14TAB/4PTP/PACK,"  2,066,106 ",U.K,전문
JANUMET TAB 50/1000MG,자누메트정50/1000밀리그램,14TAB/4PTP/PACK,"  9,580,514 ",USA,전문
JANUMET TAB 50/500MG,자누메트정50/500밀리그램,14TAB/4PTP/PACK,"  12,264,744 ",USA,전문
JANUMET TAB 50/850MG,자누메트정50/850밀리그램,14TAB/4PTP/PACK,"  5,986,284 ",U.K,전문
JANUMET XR TAB 100/1000MG,자누메트엑스알서방정100/1000밀리그램,28TAB/BOTTLE,"  8,851,400 ",USA,전문
JANUMET XR TAB 50/1000MG,자누메트엑스알서방정50/1000밀리그램,28TAB/BOTTLE,"  1,137,785 ",USA,전문
JANUMET XR TAB 50/1000MG,자누메트엑스알서방정50/1000밀리그램,56TAB/BOTTLE,"  1,060,620 ",USA,전문
JANUMET XR TAB 50/500MG,자누메트엑스알서방정50/500밀리그램,28TAB/BOTTLE,"  1,170,701 ",USA,전문
JANUMET XR TAB 50/500MG,자누메트엑스알서방정50/500밀리그램,56TAB/BOTTLE,"  1,170,787 ",USA,전문
JANUVIA TAB 100MG,자누비아정100밀리그램,14TAB/2PTP/PACK,"  12,999,715 ",U.K,전문
JANUVIA TAB 25MG,자누비아정25밀리그램,14TAB/2PTP/PACK,"  245,452 ",ITALY,전문
JANUVIA TAB 50MG,자누비아정50밀리그램,14TAB/2PTP/PACK,"  1,842,085 ",U.K,전문
JARDIANCE DUO TABLET 5/1000MG,자디앙듀오정5/1000밀리그램,10TAB/1PTP/PACK,"  20,961 ",GERMANY,전문
JARDIANCE DUO TABLET 5/1000MG,자디앙듀오정5/1000밀리그램,10TAB/6PTP/PACK,"  638,364 ",GERMANY,전문
JARDIANCE DUO TABLET 5/500MG,자디앙듀오정5/500밀리그램,10TAB/1PTP/PACK,"  19,158 ",GERMANY,전문
JARDIANCE DUO TABLET 5/500MG,자디앙듀오정5/500밀리그램,10TAB/6PTP/PACK,"  685,048 ",GERMANY,전문
JARDIANCE DUO TABLET 5/850MG,자디앙듀오정5/850밀리그램,10TAB/1PTP/PACK,"  20,059 ",GERMANY,전문
JARDIANCE DUO TABLET 5/850MG,자디앙듀오정5/850밀리그램,10TAB/6PTP/PACK,"  473,969 ",GERMANY,전문
JARDIANCE TABLET 10MG,자디앙정10밀리그램,10TAB/3PTP/PACK,"  7,195,962 ",GERMANY,전문
JARDIANCE TABLET 25MG,자디앙정25밀리그램,10TAB/3PTP/PACK,"  2,313,462 ",GERMANY,전문
JAYDESS 13.5 MG,제이디스13.5밀리그램,1IMPLANT/SET,"  224,199 ",GERMANY,전문
JELMIRON CAPSULES,젤미론캡슐,90CAP/BOTTLE,"  1,369,680 ",INDIA,전문
JENASTERON INJ,예나스테론주,5AMP/BOX,"  757,407 ",GERMANY,전문
JEVTANA INJ,제브타나주,1.5ML/1VIAL/PACK,"  250,507 ",FRANCE,전문
JUBLIA(EFINACONAZOLE),주블리아외용액,4ML/BOTTLE,"  3,193,951 ",JAPAN,전문
KABI GRANISETRON INJ,카비그라니세트론주,1ML/AMP,"  186,165 ",GERMANY,전문
KABI GRANISETRON INJ,카비그라니세트론주,3ML/AMP,"  157,947 ",GERMANY,전문
KABI ROCURONIUM INJ,카비로쿠로니움주,5ML/BOTTLE,"  115,251 ",AUSTRIA,전문
KABI ROPIVACAIN INJ 2MG/ML,카비로피바카인주사2밀리그램/밀리리터,20ML/AMP,"  6,178 ",GERMANY,전문
KABI ROPIVACAIN INJ 7.5MG/ML,카비로피바카인주사7.5밀리그램/밀리리터,20ML/AMP,"  10,995 ",GERMANY,전문
KABIVEN PERIPHERAL INJ,카비벤페리페랄주,1440ML/BAG,"  451,893 ",SWEDEN,전문
KADCYLA INJ. 160MG,캐싸일라주160밀리그램,160MG/1VIAL/PACK,"  6,112,022 ",U.K,전문
KADCYLA INJ.100MG,캐싸일라주100밀리그램,100MG/1VIAL/PACK,"  8,746,307 ",U.K,전문
KALETRA TABLET,칼레트라정,120TAB/BOTTLE,"  1,861,841 ",U.K,전문
KANUMA INJ. (SEBELIPASE ALFA),카누마주,10.5ML/1VIAL/BOX,"  85,150 ",FRANCE,전문
KARY UNI OPHTHALMIC SUSPENSION,가리유니점안액,5ML/10BOTTLE/BOX,"  843,041 ",JAPAN,전문
KASMONCHEW TAB. 4MG,카스몬츄정4밀리그램,7TAB/4PTP/PACK,"  60,062 ",TAIWAN,전문
KEPPRA INJECTION,케프라주사,5ML/10VIAL/BOX,"  4,551,682 ",BELGIUM,전문
KEPPRA SOLUTION(LEVETIRACETAM),케프라액,150ML/1BOTTLE/BOX,"  2,029,985 ",BELGIUM,전문
KEPPRA TABLET 1000MG(LEVETIRACETAM),케프라정1000밀리그램,10TAB/6PTP/BOX,"  3,848,423 ",BELGIUM,전문
KEPPRA TABLET 250MG(LEVETIRACETAM),케프라정250밀리그램,10TAB/6PTP/BOX,"  2,315,798 ",BELGIUM,전문
KEPPRA TABLET 500MG(LEVETIRACETAM),케프라정500밀리그램,10TAB/6PTP/BOX,"  7,220,309 ",BELGIUM,전문
KEPPRA XR TABLET 500MG(LEVETIRACETAM),케프라엑스알서방정500밀리그램,30TAB/BOTTLE,"  131,763 ",BELGIUM,전문
KEPPRA XR TABLET 500MG(LEVETIRACETAM),케프라엑스알서방정500밀리그램,60TAB/BOTTLE,"  669,792 ",BELGIUM,전문
KEPPRA XR TABLET 750MG(LEVETIRACETAM),케프라엑스알서방정750밀리그램,30TAB/BOTTLE,"  36,597 ",BELGIUM,전문
KEPPRA XR TABLET 750MG(LEVETIRACETAM),케프라엑스알서방정750밀리그램,60TAB/BOTTLE,"  279,409 ",BELGIUM,전문
KERAL INJ (DEXKETOPROFENTROMETAMOL),케랄주,2ML/20AMP/BOX,"  138,470 ",SPAIN,전문
KERAL TAB (DEXKETOPROFENTROMETAMOL),케랄정,10TAB/2PTP/PACK,"  11,433 ",ITALY,전문
KETOSTERIL TAB,케토스테릴정,10TAB/10PTP/PACK,"  909,206 ",CHINA,전문
KEYTRUDA INJ,키트루다주,4ML/1VIAL/PACK,"  24,333,482 ",USA,전문
KIDOLIME T-30 A,키도림티30산(A제),"A제1포:2,856G","  53,131 ",JAPAN,전문
KIDOLIME T-30 B,키도림티30산(B제),B제1포:882G,"  16,778 ",JAPAN,전문
KIVEXA TAB,키벡사정,10TAB/3PTP/PACK,"  3,501,678 ",U.K,전문
KLARICID FCT 250MG,클래리시드필름코팅정250mg,100TAB/1BOTTLE/PACK,"  819,178 ",ITALY,전문
KLARICID FCT 250MG,클래리시드필름코팅정250mg,7TAB/2PTP/PACK,"  133,770 ",ITALY,전문
KLARICID FCT 500MG,클래리시드필름코팅정500밀리그램,100TAB/1BOTTLE/PACK,"  959,953 ",U.K,전문
KLARICID FCT 500MG,클래리시드필름코팅정500밀리그램,14TAB/1PTP/PACK,"  175,251 ",U.K,전문
KLARICID IV. 500MG,클래리시드정주500밀리그램,1VIAL/PACK,"  330,908 ",FRANCE,전문
KLARICID PAED SUSP 250MG/5ML,클래리시드건조시럽250mg/5mL,70ML/BOTTLE,"  458,377 ",PUERTO RICO,전문
KLARICID SYRUP 125MG /5ML,클래리시드건조시럽125mg/5mL,100ML/BOTTLE,"  774,039 ",ITALY,전문
KLARICID XL TAB 500MG,클래리시드엑스엘서방정500MG,7TAB/2PTP/PACK,"  362,090 ",ITALY,전문
KLIMAKTOPLAN TAB.,클리마토플란정,20TAB/5PTP/BOX,"  260,734 ",GERMANY,전문
KOGENATE-FS INJ.,코지네이트-에프에스주,1000IU/1VIAL/BOX,"  970,536 ",USA,전문
KOGENATE-FS INJ.,코지네이트-에프에스주,250IU/1VIAL/BOX,"  34,870 ",USA,전문
KOGENATE-FS INJ.,코지네이트-에프에스주,500IU/1VIAL/BOX,"  138,648 ",USA,전문
KOMBIGLYZE XR TAB 5/1000MG,콤비글라이즈서방정5/1000밀리그램,7TAB/4PTP/PACK,"  2,250,329 ",SWEDEN,전문
KOMBIGLYZE XR TAB 5/500MG,콤비글라이즈서방정5/500밀리그램,7TAB/4PTP/PACK,"  2,104,286 ",SWEDEN,전문
KYLEENA 19.5MG,카일리나19.5밀리그램,1SET(1X19.5MG),"  108,564 ",FINLAND,전문
KYNTELES 300MG 1VIAL,킨텔레스주,1VIAL/BOX,"  774,862 ",DENMARK,전문
KYPROLIS 30MG (CARFILZOMIB),키프롤리스주30밀리그램,30MG/VIAL/PACK,"  251,101 ",USA,전문
KYPROLIS 60MG (CARFILZOMIB),키프롤리스주60밀리그램,60MG/1VIAL/PACK,"  1,998,341 ",USA,전문
KYTRIL INJ.,카이트릴주,1ML/5AMP/PACK,"  326,168 ",SWITZERLAND,전문
KYTRIL INJ.,카이트릴주,3ML/5AMP/PACK,"  169,632 ",SWITZERLAND,전문
KYTRIL TAB.1MG,카이트릴정1밀리그램,10TAB/1PTP/PACK,"  363,707 ",SWITZERLAND,전문
LAIS TABLETS(DERMATOPHAGOIDES) (INITIALTHERAPY),라이스정(초기요법),10TAB/PTP/PACK,"  45,632 ",ITALY,전문
LAIS TABLETS(DERMATOPHAGOIDES) (MAINTENANCETHERAPY),라이스정(유지요법),10TAB/3PTP/PACK,"  585,062 ",ITALY,전문
LAMICTAL CHEWABLE TAB 2MG,라믹탈츄어블정2밀리그램,10TAB/3PTP/PACK,  30 ,U.K,전문
LAMICTAL TAB 100MG,라믹탈정100밀리그램,10TAB/9PTP/PACK,"  3,580,045 ",U.K,전문
LAMICTAL TAB 25MG,라믹탈정25밀리그램,10TABLET/9PTP/PACK,"  509,365 ",U.K,전문
LAMICTAL TAB 50MG,라믹탈정50밀리그램,10TAB/9PTP/PACK,"  1,031,993 ",U.K,전문
LAMISIL TAB 125MG,라미실정125밀리그램,14TAB/7PTP/PACK,"  2,202,920 ",SWITZERLAND,전문
LANSTON LFDT TAB 15MG,란스톤엘에프디티정15밀리그램,10TAB/10PTP/BOX,"  8,980,916 ",JAPAN,전문
LANSTON LFDT TAB 30MG,란스톤엘에프디티정30밀리그램,10TAB/10PTP/BOX,"  5,241,940 ",JAPAN,전문
LANTUS INJECTION SOLOSTAR (INSULIN GLARGINE),란투스주솔로스타,3ML/5PEN/PACK,"  15,390,260 ",GERMANY,전문
LANTUS INJECTION VIALS (INSULIN GLA RGINE),란투스주바이알,10ML/VIAL,"  828,102 ",GERMANY,전문
LARIAM TABLET 250MG,라리암정250밀리그램,4TAB/2PTP/PACK,"  562,174 ",SWITZERLAND,전문
LASTACAFT EYE DROPS 0.25%,라스타카프트점안액0.25%,3ML/1VIAL/BOX,"  12,482 ",USA,전문
LASTACAFT EYE DROPS 0.25%,라스타카프트점안액0.25%,5ML/1VIAL/BOX,"  733,723 ",USA,전문
LASTET 25 MG CAP.,라스텟트캅셀25밀리그램,10CAP/4PTP/BOX,"  93,123 ",JAPAN,전문
LASTET INJ.,라스텟트주,5ML/10VIAL/BOX,"  192,172 ",JAPAN,전문
LEDCURE INJ,레드큐어주,5ML/2AMP/BOX,"  80,014 ",INDIA,전문
LEMTRADA INJ. (ALEMTUZUMAB),렘트라다주,1.2ML/VIAL,"  1,051,511 ",U.K,전문
LENALDO CAP. 10MG,레날도캡슐10mg,7CAP/3PTP/CASE,"  37,232 ",CHILE,전문
LENALDO CAP. 15MG,레날도캡슐15mg,7CAP/3PTP/CASE,"  52,701 ",CHILE,전문
LENALDO CAP. 25MG,레날도캡슐25mg,7CAP/3PTP/CASE,"  176,113 ",CHILE,전문
LENALDO CAP. 5MG,레날도캡슐5mg,7CAP/3PTP/CASE,"  15,858 ",CHILE,전문
LENVIMA CAPSULE 10MG(LENVATINIB MESYLATE),렌비마캡슐10밀리그램,10CAP/3PTP/BOX,"  72,960 ",U.K,전문
LENVIMA CAPSULE 4MG(LENVATINIB MESYLATE),렌비마캡슐4밀리그램,10CAP/3PTP/BOX,"  59,520 ",U.K,전문
LESCOL CAP 20MG,레스콜캅셀20밀리그램,7CAP/4PTP/PACK,"  9,382 ",SWITZERLAND,전문
LESCOL CAP 40MG,레스콜캅셀40밀리그램,7CAP/4PTP/PACK,"  82,752 ",SWITZERLAND,전문
LESCOL XL TAB,레스콜엑스엘서방정,14TAB/2PTP/PACK,"  1,707,591 ",SWITZERLAND,전문
LEUNASE INJ,로이나제주,10000KU/5VIAL/BOX,"  413,534 ",JAPAN,전문
LEUPLLN 3.75MG VIAL,루프린주3.75mg,44.1MG/1VIAL/BOX,"  6,996,644 ",JAPAN,전문
LEUPLLN DPS 11.25MG INJECTION,루프린디피에스주11.25밀리그램,130MG/1SYRINGE/BOX,"  2,485,945 ",JAPAN,전문
LEUPLLN DPS 3.75MG SYRINGE,루프린디피에스주3.75밀리그램,1SYRINGE/BOX,"  823,228 ",JAPAN,전문
LEUSTATIN INJECTION,류스타틴주사액,10ML/7VIAL/PACK,"  134,000 ",ITALY,전문
LEVEMIR FLEXPEN INJ 100U/ML,레버미어플렉스펜주100단위/밀리리터,3ML/5PEN/PACK,"  1,886,925 ",DENMARK,전문
LEVITRA 10MG TABLET,레비트라정10밀리그램,4TAB/1PTP/PACK,"  33,041 ",GERMANY,전문
LEVITRA 20MG TABLET,레비트라정20밀리그램,4TAB/1PTP/PACK,"  118,080 ",GERMANY,전문
LEVITRA 5MG TABLET,레비트라정5밀리그램,4TAB/PTP/PACK,"  1,352 ",GERMANY,전문
LEVOFOLIC INJECTION (LEVOFOLIC ACID),레보폴릭주,1ML/VIAL,"  76,834 ",GERMANY,전문
LEVOFOLIC INJECTION (LEVOFOLIC ACID),레보폴릭주,4ML/VIAL,"  311,572 ",GERMANY,전문
LEVOFOLIC INJECTION (LEVOFOLIC ACID),레보폴릭주,9ML/VIAL,"  333,569 ",GERMANY,전문
LEVOPHEDFTV VIAL INJ,레보페드바이알주,4ML/10VIAL/PACK,"  20,663 ",USA,전문
LEXAPRO TABLETS 10MG,렉사프로정10밀리그램,100TAB/BOTTLE,"  5,944,448 ",DENMARK,전문
LEXAPRO TABLETS 10MG,렉사프로정10밀리그램,14TAB/2PTP/PACK,"  1,151,946 ",DENMARK,전문
LEXAPRO TABLETS 15MG,렉사프로정15밀리그램,14TAB/2PTP/PACK,"  407,937 ",DENMARK,전문
LEXAPRO TABLETS 20MG,렉사프로정20밀리그램,100TAB/BOTTLE,"  1,397,363 ",DENMARK,전문
LEXAPRO TABLETS 20MG,렉사프로정20밀리그램,14TAB/2PTP/PACK,"  1,462,326 ",DENMARK,전문
LEXAPRO TABLETS 5MG,렉사프로정5밀리그램,14TAB/2PTP/PACK,"  2,735,736 ",DENMARK,전문
LIDOTOP CATAPLASMA,리도탑카타플라스마,5매/PACK(10X14CM),"  351,396 ",USA,전문
LIGNOSPAN SPECIAL INJ.,리그노스판스페셜주,1.8ML/50AMP/BOX,"  40,866 ",FRANCE,전문
LIGNOSPAN STANDARD,리그노스판스탠다드,1.8ML/50AMP/BOX,"  1,663,091 ",FRANCE,전문
LIPIDEM INJ,리피뎀주,250ML/BOTTLE,"  227,958 ",GERMANY,전문
LIPIDEM INJ,리피뎀주,500ML/BOTTLE,"  132,933 ",GERMANY,전문
LIPIDIL SUPRA TABLET,리피딜슈프라정,30TAB/1BOTTLE/BOX,"  13,403,407 ",FRANCE,전문
LIPIODOL ULTRA SOLUTION,리피오돌울트라액,10ML/10AMP/BOX,"  2,346,106 ",FRANCE,전문
LIPIODOL ULTRA SOLUTION,리피오돌울트라액,10ML/AMP,"  1,089 ",FRANCE,전문
LIPITOR TAB 10MG (ATORVASTATIN CALCIUM),리피토정10밀리그램,7TAB/4PTP/CARTON,"  8,120,079 ",GERMANY,전문
LIPITOR TAB 10MG (ATORVASTATIN CALCIUM),리피토정10밀리그램,90TAB/BOTTLE,"  15,331,810 ",GERMANY,전문
LIPITOR TAB 20MG (ATORVASTATIN CALCIUM),리피토정20밀리그램,7TAB/4PTP/CARTON,"  2,121,482 ",GERMANY,전문
LIPITOR TAB 20MG (ATORVASTATIN CALCIUM),리피토정20밀리그램,90TAB/BOTTLE,"  12,272,075 ",GERMANY,전문
LIPITOR TAB 40MG (ATORVASTATIN CALCIUM),리피토정40밀리그램,7TAB/4PTP/CARTON,"  6,243,099 ",GERMANY,전문
LIPITOR TAB 80MG (ATORVASTATIN CALCIUM),리피토정80밀리그램,7TAB/4PTP/CARTON,"  1,509,490 ",GERMANY,전문
LIPOFUNDIN MCT 20% INJ.,리포푼딘엠씨티20%주,100ML/PACK,"  78,868 ",GERMANY,전문
LIPOFUNDIN MCT 20% INJ.,리포푼딘엠씨티20%주,250ML/PACK,"  177,210 ",GERMANY,전문
LIVIAL TAB,리비알정,28TAB/PTP/PACK,"  5,262,812 ",NETHERLANDS,전문
LIXIANA 15MG,릭시아나정15밀리그램,14TAB/1PTP/BOX,"  50,580 ",GERMANY,전문
LIXIANA TAB 30MG,릭시아나정30밀리그램,14TAB/2PTP/BOX,"  1,922,694 ",GERMANY,전문
LIXIANA TAB 60MG,릭시아나정60밀리그램,14TAB/2PTP/BOX,"  3,436,912 ",GERMANY,전문
LOFARMA ALLERGEN SKIN TEST,로파마알레르기진단용시약,3.5ML/1BOTTLE/KIT,"  161,196 ",ITALY,전문
LOFARMA ALLERGEN SKIN TEST,로파마알레르기진단용시약,3.5ML/50VIAL/KIT,"  52,734 ",ITALY,전문
LOGIMAX EXTENDED RELEASE TABLETS,로지맥스서방정,15TAB/2PTP/CARTON,"  40,318 ",SWEDEN,전문
LOMEFLON SOLUTION FOR EYE AND EAR,로메프론안과이과용액,5ML/10BOTTLE/BOX,"  384,020 ",JAPAN,전문
LONQUEX PFS INJ,롱퀵스프리필드주,0.6ML/1PFS/PACK,"  311,796 ",LITHUANIA,전문
LOTEMAX (LOTEPREDNOL ETABONATE) OPHTHALMIC SUSPENSION 0.5%,로테맥스점안현탁액0.5%,5ML/BOTTLE,"  359,537 ",USA,전문
LUCENTIS INJ.10MG,루센티스주10밀리그램/밀리리터,2CC/1VIAL/BOX,"  14,392,648 ",SWITZERLAND,전문
LUCRIN DEPO INJ. 3.75MG,루크린데포주3.75밀리그램,3.75MG/1VIAL/PACK,"  102,684 ",JAPAN,전문
LUMIGAN OPHTHALMIC SOLUTION 0.01%,루미간점안액0.01%,3ML/BOTTLE,"  3,144,978 ",IRELAND,전문
LUTINUS VAGIANL TAB,루티너스질정,7TAB/3PTP/BOX,"  1,159,391 ",SWEDEN,전문
LUVERIS INJ 75IU,루베리스주75아이유,1VIAL/BOX,"  27,348 ",SWITZERLAND,전문
LYLICA CAPSULE 300MG (PREGABALIN),리리카캡슐300밀리그램,30CAP/BOTTLE,"  1,842,655 ",U.K,전문
LYNPARZA CAPSULES 50MG,린파자캡슐50밀리그램,112CAP/4BOTTLE/PACK,"  1,585,364 ",SWEDEN,전문
LYPOARAN INJECTION,리포아란주사,5ML/AMP,"  77,165 ",JAPAN,전문
LYRICA CAPSULE 150MG (PREGABALIN),리리카캡슐150밀리그램,30CAP/BOTTLE,"  14,076,247 ",U.K,전문
LYRICA CAPSULE 75MG (PREGABALIN),리리카캡슐75밀리그램,30CAP/BOTTLE,"  23,435,283 ",U.K,전문
LYSODREN TAB 500MG,리소드렌정500밀리그램,100TAB/BOTTLE,"  67,395 ",ITALY,전문
LYXUMIA PEN INJ 10MCG,릭수미아펜주10마이크로그램,3ML/1PEN/PACK,"  205,578 ",FRANCE,전문
LYXUMIA PEN INJ 20MCG,릭수미아펜주20마이크로그램,3ML/1PEN/PACK,"  369,300 ",FRANCE,전문
MABTHERA INJ.,맙테라주,10ML/2VIAL/PACK,"  3,435,056 ",SWITZERLAND,전문
MABTHERA INJ.,맙테라주,50ML/1VIAL/PACK,"  13,217,948 ",SWITZERLAND,전문
MABTHERA S.C INJ 1400MG,맙테라피하주사,11.7ML/1VIAL/PACK,"  4,030,821 ",U.K,전문
MADOPAR DISPERS. TAB.125,마도파확산정125,100TAB/1BOTTLE/PACK,"  95,871 ",SWITZERLAND,전문
MADOPAR HBS CAP.125,마도파에취비에스캅셀125,100CAP/1BOTTLE/PACK,"  248,492 ",SWITZERLAND,전문
MADOPAR TAB.125,마도파정125,100TAB/1BOTTLE/PACK,"  4,002,500 ",SWITZERLAND,전문
MADOPAR TAB.250,마도파정,100TAB/1BOTTLE/PACK,"  2,117,874 ",SWITZERLAND,전문
MAGNEVIST INJ.,마그네비스트주사,10ML/1VIAL/PACK,"  12,244 ",GERMANY,전문
MAGNEVIST INJ.,마그네비스트주사,10ML/5PFS/PACK,  57 ,GERMANY,전문
MAGNEVIST INJ.,마그네비스트주사,15ML/5PFS/PACK,  88 ,GERMANY,전문
MAGNEVIST INJ.,마그네비스트주사,15ML/5VIAL/PACK,"  92,019 ",GERMANY,전문
MAGNEVIST INJ.,마그네비스트주사,20ML/5PFS/PACK,  109 ,GERMANY,전문
MALARONE TAB,말라론정,12TAB/PTP/PACK,"  505,072 ",AUSTRALIA,전문
MALLINCKRODT ULTRATECHNEKOW FM GENERATOR,말린크로트울트라테크네코에프엠제너레이터,12.9GBQ(349MCI),"  505,072 ",NETHERLANDS,전문
MALLINCKRODT ULTRATECHNEKOW FM GENERATOR,말린크로트울트라테크네코에프엠제너레이터,17.2GBQ(465MCI),"  1,274,050 ",NETHERLANDS,전문
MALLINCKRODT ULTRATECHNEKOW FM GENERATOR,말린크로트울트라테크네코에프엠제너레이터,21.5GBQ(581MCI),"  291,438 ",NETHERLANDS,전문
MALLINCKRODT ULTRATECHNEKOW FM GENERATOR,말린크로트울트라테크네코에프엠제너레이터,25.8GBQ(697MCI),"  525,476 ",NETHERLANDS,전문
MALLINCKRODT ULTRATECHNEKOW FM GENERATOR,말린크로트울트라테크네코에프엠제너레이터,6.45GBQ(174MCI),"  115,437 ",NETHERLANDS,전문
MALLINCKRODT ULTRATECHNEKOW FM GENERATOR,말린크로트울트라테크네코에프엠제너레이터,8.60GBQ(232MCI),"  274,536 ",NETHERLANDS,전문
MAQAID INJ,마카이드주,40MG/VIAL,"  469,140 ",JAPAN,전문
MARCAINE HEAVY INJECTION 20MG,마케인헤비주사20mg,4ML/5AMP/PACK,"  658,232 ",SWEDEN,전문
MASIBONE SOLUTION,마시본액,100ML/BOTTLE,"  101,115 ",ARGENTINA,전문
MAXIDEX OINTMENT,맥시덱스안연고,3.5G/TUBE/PACK,"  123,147 ",BELGIUM,전문
MAXIDEX STERILE OPHTHALMIC SUSPENSION,맥시덱스점안액,5ML/BOTTLE/PACK,"  131,475 ",BELGIUM,전문
MAXITROL OINTMENT,맥시트롤안연고,3.5G/TUBE/PACK,"  92,198 ",BELGIUM,전문
MAXITROL STERILE OPHTHALMIC SUSPENSION,맥시트롤점안액,5ML/1BOTTLE/PACK,"  182,676 ",BELGIUM,전문
MEDIAVEN TAB,메디아벤정,10TAB/10PTP/BOX,"  1,126,433 ",SWAZILAND,전문
MEGACROM INJ,메가크롬주,1ML/1관/BOX,"  109,181 ",POLAND,전문
MELSMON INJECTION,메르스몬주,2ML/10AMP/BOX,"  397,094 ",JAPAN,전문
MELSMON INJECTION,메르스몬주,2ML/50AMP/BOX,"  656,958 ",JAPAN,전문
MELSMON INJECTION,멜스몬주,2ML/50AMP/BOX,"  1,272,208 ",JAPAN,전문
MENACTRA INJ.,메낙트라주,0.5ML/1VIAL/BOX,"  6,014,320 ",USA,전문
MENOPUR INJ.,메노푸어주,(75IU/10VIAL)+(1ML/10AMP)/SET,"  315,394 ",SWITZERLAND,전문
MENOPUR MULTIDOSE 1200IU,메노푸어멀티도즈1200IU,1200IU/1VIAL/BOX,"  229,248 ",CZECH,전문
MENOPUR MULTIDOSE 600IU,메노푸어멀티도즈600IU,1VIAL/BOX,"  770,746 ",CZECH,전문
MENVEO,멘비오,0.5ML/1VIAL/PACK,"  1,341,564 ",ITALY,전문
MENVEO,멘비오,0.5ML/5VIAL/PACK,"  2,710,434 ",ITALY,전문
MEQSEL TAB. 0.5MG,매큐셀정0.5밀리그램,30TAB/BOTTLE,"  40,006 ",U.K,전문
MEQSEL TAB. 2MG,매큐셀정2밀리그램,30TAB/BOTTLE,"  210,320 ",U.K,전문
METALYSE INJ 40MG,메탈라제주사40mg,1VIAL/PACK,"  97,278 ",GERMANY,전문
METASTRON INJ,메타스트론주,4ML(150MBQ=4MCI)/VIAL,"  31,400 ",U.K,전문
METOJECT INJ 50MG/ML,메토젝트주50mg/mL,0.2ML/1SYRINGE/PACK,"  71,851 ",GERMANY,전문
METOJECT INJ 50MG/ML,메토젝트주50mg/mL,0.3ML/1SYRINGE/PACK,"  102,785 ",GERMANY,전문
METOJECT INJ 50MG/ML,메토젝트주50mg/mL,0.4ML/1SYRINGE/PACK,"  30,084 ",GERMANY,전문
METVIX CREAM 160MG/G,메트빅스크림160밀리그램/그램,2G/TUBE,"  24,788 ",U.K,전문
MEZAVANT XL ENTERIC COATING TABLET 1200MG,메자반트엑스엘장용정1200밀리그램,12TAB/5PTP/CARTON,"  910,904 ",U.K,전문
MIACALCIC 50IU INJECTION,마야칼식주50,1ML/5AMP/BOX,"  57,578 ",SWITZERLAND,전문
MICARDIS PLUS TAB 40/12.5MG,미카르디스플러스정40/12.5밀리그램,10TAB/3PTP/PACK,"  2,917,957 ",GERMANY,전문
MICARDIS PLUS TAB 80/12.5MG,미카르디스플러스정80/12.5밀리그램,10TAB/3PTP/PACK,"  1,926,494 ",GERMANY,전문
MICARDIS TAB 40MG,미카르디스정40밀리그램,10TAB/3PTP/PACK,"  4,518,351 ",GERMANY,전문
MICARDIS TAB.80MG,미카르디스정80밀리그램,10TAB/3PTP/PACK,"  2,194,777 ",GERMANY,전문
MICROVISC INJ. 10MG,마이크로비스크주10.0mg,0.85ML/1PEN/BOX,"  105,750 ",SWEDEN,전문
MICROVISC PLUS INJ. 14MG,마이크로비스크플러스주14.0mg,0.85ML/1PEN/BOX,"  246,330 ",SWEDEN,전문
MINIRIN INJECTION,미니린주사액,1ML/10AMP/BOX,"  35,601 ",SWITZERLAND,전문
